"","iid","id","wave","partner","gender","pid","like","dec","age_diff","samerace","int_corr","income_diff","sat_diff","goal_diff","go_out_diff","imprace","imprelig","attr","sinc","intel","fun","amb","shar"
"3704",373,13,14,4,1,344,7,0,3,1,0.25,-38068,-260,1,-1,3,1,7,9,9,10,9,9
"3705",373,13,14,5,1,345,7,1,5,0,0.44,-897,-30,0,-2,3,1,7,8,9,10,6,6
"3706",373,13,14,7,1,347,2,0,3,0,0.37,-23633,160,-1,1,3,1,4,3,4,2,2,0
"3707",373,13,14,8,1,348,7,0,8,0,0.22,849,47,0,1,3,1,6,9,10,10,8,9
"3708",373,13,14,9,1,349,10,1,-4,0,0.24,-12,11,0,0,3,1,10,10,10,10,10,10
"3709",374,14,14,1,1,341,6,0,7,1,-0.15,9590,-270,0,1,6,6,7,6,6,5,5,5
"3710",374,14,14,10,1,350,5,0,-1,0,0.07,-6572,-306,0,-1,6,6,6,5,6,7,6,5
"3711",374,14,14,11,1,351,7,0,-5,1,0.25,-1585,-99,0,-2,6,6,7,6,5,5,5,6
"3712",374,14,14,13,1,353,6,0,5,1,-0.08,-5850,-90,0,1,6,6,5,5,6,4,6,5
"3713",374,14,14,14,1,354,5,0,8,0,0.54,-26945,-300,0,1,6,6,6,4,3,5,4,6
"3714",374,14,14,15,1,355,4,1,6,0,0.1,-25982,-160,0,-1,6,6,7,6,5,5,6,5
"3715",374,14,14,16,1,356,6,0,3,0,0.54,3607,-20,0,0,6,6,6,6,6,4,5,5
"3716",374,14,14,17,1,357,10,1,3,1,-0.01,2419,231,0,0,6,6,10,8,7,6,7,8
"3717",374,14,14,18,1,358,7,0,4,1,-0.19,-1093,-90,0,-1,6,6,6,5,6,4,5,6
"3718",374,14,14,19,1,359,5,0,4,0,-0.07,2018,-90,0,-1,6,6,5,7,5,5,4,3
"3719",374,14,14,2,1,342,6,0,-3,0,-0.07,-1093,-70,0,-1,6,6,5,5,6,4,5,5
"3720",374,14,14,20,1,360,6,0,6,0,0.18,23155,40,0,0,6,6,6,6,5,5,4,5
"3721",374,14,14,3,1,343,4,0,-2,0,0.18,5031,-130,1,1,6,6,5,5,6,4,5,5
"3722",374,14,14,4,1,344,6,0,4,0,0.52,2461,-70,1,-1,6,6,6,4,5,6,4,5
"3723",374,14,14,5,1,345,5,0,6,0,-0.04,4291,-340,0,-2,6,6,6,5,6,4,4,5
"3724",374,14,14,6,1,346,6,0,-3,0,0.18,34330,-160,2,2,6,6,5,5,6,5,5,5
"3725",374,14,14,7,1,347,4,0,4,0,-0.23,12868,-2,-1,1,6,6,5,4,5,4,5,4
"3726",374,14,14,8,1,348,6,0,9,1,-0.06,-4165,0,0,1,6,6,5,6,5,5,4,4
"3727",374,14,14,9,1,349,7,1,-3,0,0.11,-13921,-50,0,0,6,6,8,7,6,6,6,6
"3728",375,15,14,1,1,341,5,0,4,0,-0.13,17891,340,0,0,3,2,4,7,7,7,5,3
"3729",375,15,14,10,1,350,7,1,-4,1,-0.23,29873,24,0,-2,3,2,7,7,8,7,6,6
"3730",375,15,14,11,1,351,6,1,-8,0,-0.2,26445,300,0,-3,3,2,7,6,5,6,6,6
"3731",375,15,14,12,1,352,4,0,-2,0,-0.06,-23633,300,0,-2,3,2,5,5,4,4,4,3
"3732",375,15,14,13,1,353,3,0,2,0,-0.52,-27828,170,0,0,3,2,2,4,4,2,3,2
"3733",375,15,14,15,1,355,3,0,3,1,0.15,23883,170,0,-2,3,2,2,4,4,2,5,2
"3734",375,15,14,16,1,356,6,1,0,1,0.55,706,270,0,-1,3,2,6,8,8,5,5,3
"3735",375,15,14,17,1,357,6,1,0,0,-0.07,-7806,351,0,-1,3,2,6,8,8,7,7,6
"3736",375,15,14,18,1,358,6,1,1,0,0.47,19153,319,0,-2,3,2,5,7,8,7,9,6
"3737",375,15,14,19,1,359,2,0,1,1,-0.38,-18635,260,0,-2,3,2,2,4,3,1,3,1
"3738",375,15,14,2,1,342,4,0,-6,0,0.38,7537,300,0,-2,3,2,3,6,6,5,5,3
"3740",375,15,14,5,1,345,4,0,3,1,0.01,-37971,300,0,-3,3,2,3,7,6,5,4,3
"3741",375,15,14,6,1,346,6,1,-1,0,-0.2,-16765,300,2,1,3,2,5,6,7,6,7,7
"3742",375,15,14,7,1,347,2,0,1,0,0.47,-50223,260,-1,0,3,2,1,4,2,1,2,1
"3743",375,15,14,9,1,349,7,1,-6,1,-0.17,-33524,190,0,-1,3,2,10,8,6,8,5,8
"3744",376,16,14,1,1,341,7,0,2,1,0.5,-38068,10,0,1,10,7,8,9,7,7,7,7
"3745",376,16,14,10,1,350,5,0,-6,0,0.31,-39324,-306,0,-1,10,7,6,9,7,4,5,5
"3746",376,16,14,12,1,352,5,0,-4,0,0.36,-25049,-306,0,-1,10,7,5,9,8,6,5,5
"3747",376,16,14,13,1,353,4,0,0,1,0.5,-25049,10,0,1,10,7,5,9,8,5,5,4
"3748",376,16,14,15,1,355,5,0,1,0,0.08,-38068,-160,0,-1,10,7,7,8,7,5,6,5
"3749",376,16,14,16,1,356,7,0,-2,0,-0.03,-35311,-60,0,0,10,7,9,9,9,6,8,7
"3750",376,16,14,18,1,358,10,1,-1,1,0.24,-23460,-11,0,-1,10,7,10,10,10,10,10,10
"3751",376,16,14,19,1,359,8,0,-1,0,0.28,-39324,-70,0,-1,10,7,9,9,9,8,8,7
"3752",376,16,14,2,1,342,8,0,-8,0,0.41,-39324,-30,0,-1,10,7,6,9,8,7,9,8
"3753",376,16,14,20,1,360,5,0,1,0,0.27,-25049,-306,0,0,10,7,5,9,7,5,5,5
"3754",376,16,14,4,1,344,7,0,-1,0,-0.06,-38068,-260,1,-1,10,7,7,9,7,7,7,7
"3756",376,16,14,6,1,346,7,0,1,0,0.5,-38068,10,2,2,10,7,8,9,7,7,7,8
"3757",376,16,14,7,1,347,6,0,-1,0,0.56,-47563,-260,-1,1,10,7,4,9,8,7,7,5
"3758",376,16,14,8,1,348,5,0,4,1,0.19,-25049,-163,0,1,10,7,5,9,7,6,6,6
"3759",377,17,14,1,1,341,5,0,3,1,-0.23,13676,-10,0,0,3,2,8,8,8,8,7,6
"3760",377,17,14,10,1,350,5,0,-5,0,-0.21,-26159,-326,0,-2,3,2,7,8,9,6,6,4
"3761",377,17,14,11,1,351,5,0,-9,1,-0.4,-15394,-50,0,-3,3,2,8,8,8,5,8,4
"3762",377,17,14,12,1,352,2,0,-3,0,-0.34,-23633,-50,0,-2,3,2,6,8,6,5,6,2
"3763",377,17,14,13,1,353,3,0,1,1,-0.46,-7616,-50,0,0,3,2,6,9,9,6,7,4
"3764",377,17,14,14,1,354,5,0,4,0,0.29,4291,-130,0,0,3,2,6,7,6,8,5,4
"3765",377,17,14,15,1,355,6,0,2,0,-0.21,-46384,-180,0,-2,3,2,7,6,6,7,6,5
"3767",377,17,14,17,1,357,6,1,-1,1,-0.45,-7806,1,0,-1,3,2,7,7,9,7,8,8
"3768",377,17,14,18,1,358,6,1,0,1,0.28,30604,-31,0,-2,3,2,7,8,9,7,9,0
"3769",377,17,14,19,1,359,3,0,0,0,0.02,-29300,-90,0,-2,3,2,5,7,7,4,8,2
"3770",377,17,14,2,1,342,3,0,-7,0,-0.01,32597,-50,0,-2,3,2,5,5,5,5,8,4
"3771",377,17,14,20,1,360,5,0,2,0,-0.21,-48248,-10,0,-1,3,2,8,8,8,8,7,8
"3773",377,17,14,4,1,344,7,1,0,0,0.3,1584,-280,1,-2,3,2,8,8,8,7,6,5
"3774",377,17,14,5,1,345,4,0,2,0,0.2,49558,-50,0,-3,3,2,5,8,9,8,9,5
"3775",377,17,14,6,1,346,8,1,0,0,-0.5,4583,50,2,1,3,2,9,9,9,9,7,7
"3776",377,17,14,7,1,347,3,0,0,0,0.25,12868,-90,-1,0,3,2,5,6,5,4,6,2
"3777",377,17,14,8,1,348,5,0,5,1,-0.07,-25049,-183,0,0,3,2,5,9,8,9,8,6
"3778",377,17,14,9,1,349,7,1,-7,0,-0.32,-33524,-160,0,-1,3,2,8,8,8,8,8,5
"3779",378,18,14,10,1,350,7,1,-2,1,0.25,-17496,-145,1,-1,3,2,8,8,6,8,9,7
"3780",378,18,14,11,1,351,8,0,-6,0,0.08,-6674,131,1,-2,3,2,8,7,7,6,5,4
"3781",378,18,14,12,1,352,7,0,0,0,0.16,-17496,131,1,-1,3,2,7,9,7,6,5,5
"3782",378,18,14,13,1,353,8,0,4,0,-0.37,6512,131,1,1,3,2,7,10,6,8,5,5
"3783",378,18,14,14,1,354,6,0,7,1,0.36,6512,51,1,1,3,2,6,6,5,8,6,5
"3784",378,18,14,15,1,355,8,1,5,1,0.52,-17496,1,1,-1,3,2,7,8,5,8,6,5
"3786",378,18,14,17,1,357,8,1,2,0,0.1,-6674,182,1,0,3,2,8,8,7,5,4,4
"3787",378,18,14,18,1,358,6,0,3,0,0.52,470,150,1,-1,3,2,6,7,8,6,7,4
"3788",378,18,14,19,1,359,4,0,3,1,-0.18,-15394,91,1,-1,3,2,6,7,8,5,8,4
"3789",378,18,14,2,1,342,5,0,-4,0,0.04,-23633,131,1,-1,3,2,4,6,6,5,8,3
"3790",378,18,14,20,1,360,6,0,5,0,-0.26,470,131,1,0,3,2,5,8,5,4,7,4
"3791",378,18,14,4,1,344,7,0,3,0,0.44,-14138,-99,2,-1,3,2,7,8,6,7,7,6
"3792",378,18,14,5,1,345,7,0,5,1,0.59,-17496,1,1,-2,3,2,7,8,7,8,7,5
"3793",378,18,14,6,1,346,8,1,-6,0,0.17,-6674,182,3,2,3,2,8,9,7,7,6,8
"3794",378,18,14,7,1,347,5,0,3,0,0.22,-23633,131,0,1,3,2,4,8,6,4,4,3
"3795",378,18,14,9,1,349,6,0,-4,1,0.32,-6934,21,1,0,3,2,6,7,6,6,5,3
"3796",379,1,15,1,0,397,8,0,-14,1,0.36,23271,91,0,0,4,6,7,9,9,7,8,8
"3797",379,1,15,10,0,406,6,0,-11,0,0.61,23271,91,0,0,4,6,8,6,8,7,9,5
"3798",379,1,15,11,0,407,8,1,-14,1,0.72,23271,91,1,0,4,6,7,9,8,7,7,9
"3799",379,1,15,13,0,409,7,0,-15,1,0.19,23271,91,0,-1,4,6,7,9,9,7,8,5
"3800",379,1,15,14,0,410,7,0,-11,1,-0.25,23271,51,0,1,4,6,9,6,8,7,7,8
"3801",379,1,15,17,0,413,7,0,-12,1,0.2,23271,91,0,0,4,6,6,7,8,7,8,6
"3802",379,1,15,18,0,414,6,0,-9,1,-0.21,23271,151,-1,1,4,6,6,6,9,6,9,5
"3803",379,1,15,19,0,415,6,0,-7,1,0.53,20509,22,0,0,4,6,6,6,6,6,6,6
"3804",379,1,15,2,0,398,7,0,-9,1,0.22,23271,91,0,1,4,6,7,7,7,7,7,7
"3806",379,1,15,4,0,400,8,1,-12,1,0.35,23271,91,-1,0,4,6,8,9,9,6,9,8
"3807",379,1,15,5,0,401,7,0,-7,1,0.36,23271,91,0,1,4,6,7,8,9,5,7,5
"3808",379,1,15,7,0,403,7,0,-16,1,0.24,23271,151,-1,-1,4,6,6,9,9,6,9,5
"3809",379,1,15,9,0,405,7,1,-8,0,0.24,23271,-179,1,-3,4,6,6,8,9,6,7,7
"3810",38,19,2,1,0,40,5,0,2,0,-0.15,8324,40,0,-4,8,1,2,8,10,3,10,3
"3811",38,19,2,10,0,49,7,1,2,0,-0.36,28863,105,0,1,8,1,9,9,9,8,5,3
"3812",38,19,2,11,0,50,7,1,4,1,0.41,-21709,202,-1,1,8,1,8,8,8,9,9,7
"3813",38,19,2,12,0,51,7,0,0,0,-0.3,-3963,40,0,0,8,1,8,7,9,8,8,3
"3814",38,19,2,13,0,52,6,0,-2,0,0.32,-7290,-158,0,2,8,1,2,9,9,3,8,3
"3815",38,19,2,14,0,53,2,0,5,0,0.22,-7290,150,0,1,8,1,3,9,9,3,9,5
"3816",38,19,2,16,0,55,9,1,0,1,0.11,6147,188,-1,1,8,1,8,8,8,8,9,8
"3817",38,19,2,2,0,41,1,0,7,0,-0.19,8324,140,0,-2,8,1,1,1,10,1,10,1
"3818",38,19,2,4,0,43,5,0,1,0,-0.61,-3963,30,-1,0,8,1,3,7,10,4,8,2
"3819",38,19,2,5,0,44,5,0,1,0,-0.16,8324,50,0,2,8,1,5,10,7,4,5,7
"3820",38,19,2,7,0,46,6,0,3,0,-0.32,28863,-141,0,1,8,1,10,6,6,9,5,3
"3821",38,19,2,8,0,47,8,0,7,0,-0.14,-7290,91,0,2,8,1,7,9,7,7,4,3
"3822",38,19,2,9,0,48,8,1,-1,0,0.37,28863,212,0,1,8,1,8,6,5,8,5,3
"3823",380,2,15,1,0,397,6,1,-9,0,0.41,-8620,110,0,2,4,8,4,7,7,5,7,7
"3824",380,2,15,12,0,408,5,1,-9,0,0.29,-32705,30,0,3,4,8,5,6,7,6,6,6
"3825",380,2,15,15,0,411,7,1,1,0,0.51,-4789,-84,1,3,4,8,7,6,7,6,7,7
"3826",380,2,15,17,0,413,8,1,-7,0,0.62,-8620,110,0,2,4,8,8,7,7,7,7,4
"3827",380,2,15,18,0,414,3,0,-4,0,-0.15,23271,170,-1,3,4,8,5,6,7,4,4,5
"3828",380,2,15,19,0,415,1,0,-2,0,0.16,2909,41,0,2,4,8,1,1,1,1,1,1
"3829",380,2,15,2,0,398,8,1,-4,0,-0.38,-8620,110,0,3,4,8,8,8,7,7,7,7
"3831",380,2,15,5,0,401,7,1,-2,0,0.3,6088,110,0,3,4,8,5,7,7,7,7,7
"3832",380,2,15,6,0,402,3,0,-4,0,-0.14,-36545,-40,1,2,4,8,4,5,7,3,7,2
"3833",380,2,15,7,0,403,6,1,-11,0,0.33,-8620,110,-1,1,4,8,4,7,7,7,7,7
"3834",380,2,15,8,0,404,7,1,-10,0,-0.16,-8620,110,0,2,4,8,9,9,7,7,7,7
"3835",380,2,15,9,0,405,5,1,-3,1,0.27,-10104,-160,1,-1,4,8,5,6,7,6,8,5
"3836",381,3,15,1,0,397,7,0,0,1,0.02,-19392,60,1,-1,6,3,5,8,9,4,9,3
"3837",381,3,15,10,0,406,7,0,3,0,0.07,21128,20,1,-1,6,3,6,9,8,5,6,9
"3838",381,3,15,11,0,407,10,1,0,1,0.6,18266,60,2,-1,6,3,10,10,10,10,10,10
"3839",381,3,15,12,0,408,6,0,0,0,0.26,3607,99,1,0,6,3,7,10,6,6,6,6
"3840",381,3,15,14,0,410,7,1,3,1,-0.28,4355,20,1,0,6,3,6,9,8,8,7,8
"3841",381,3,15,15,0,411,5,0,10,1,0.41,27996,-134,2,0,6,3,4,8,8,7,7,6
"3842",381,3,15,16,0,412,5,0,3,1,-0.05,-10271,180,1,-1,6,3,5,8,7,7,6,5
"3843",381,3,15,18,0,414,7,1,5,1,-0.32,12412,120,0,0,6,3,7,8,6,6,7,5
"3844",381,3,15,2,0,398,7,0,5,1,0.29,2104,20,1,0,6,3,8,7,8,8,6,6
"3846",381,3,15,4,0,400,7,0,2,1,0.1,1585,-121,0,-1,6,3,8,6,8,6,6,6
"3847",381,3,15,5,0,401,6,1,7,1,0.35,-10613,120,1,0,6,3,7,7,6,6,8,7
"3848",381,3,15,6,0,402,7,0,5,0,-0.09,-10271,150,2,-1,6,3,6,8,8,8,9,5
"3849",381,3,15,7,0,403,6,0,-2,1,-0.14,56227,0,0,-2,6,3,6,8,8,7,6,6
"3850",381,3,15,8,0,404,7,0,-1,1,0.24,1722,20,1,-1,6,3,8,7,6,6,5,5
"3851",382,4,15,1,0,397,5,0,-4,1,-0.12,-3225,-160,0,1,8,1,5,5,5,5,5,5
"3852",382,4,15,10,0,406,7,1,-1,0,0.32,3070,-40,0,1,8,1,8,8,8,10,8,8
"3853",382,4,15,13,0,409,6,1,-5,1,-0.3,3070,-30,0,0,8,1,6,8,8,8,6,8
"3854",382,4,15,14,0,410,6,1,-1,1,-0.19,3070,190,0,2,8,1,6,8,7,7,7,6
"3855",382,4,15,15,0,411,5,0,6,1,0.37,27996,-194,1,2,8,1,6,8,7,7,7,6
"3856",382,4,15,16,0,412,5,0,-1,1,0.19,-3225,150,0,1,8,1,5,8,8,8,8,8
"3857",382,4,15,17,0,413,7,1,-2,1,0.35,3070,-30,0,1,8,1,6,8,8,7,8,7
"3858",382,4,15,18,0,414,6,1,1,1,-0.03,3070,30,-1,2,8,1,7,8,8,7,8,7
"3859",382,4,15,19,0,415,8,0,3,1,0.39,308,190,0,1,8,1,4,4,4,10,4,4
"3860",382,4,15,3,0,399,5,1,1,1,0.24,-3225,69,0,1,8,1,5,5,5,5,5,8
"3861",382,4,15,4,0,400,7,1,-2,1,-0.18,3070,0,-1,1,8,1,6,8,8,8,8,8
"3862",382,4,15,5,0,401,6,0,3,1,0.15,3070,250,0,2,8,1,6,8,8,6,8,5
"3863",382,4,15,6,0,402,6,0,1,0,0.11,3070,220,1,1,8,1,6,7,8,9,10,7
"3864",382,4,15,7,0,403,5,0,-6,1,-0.09,3070,0,-1,0,8,1,5,8,8,8,8,5
"3865",382,4,15,9,0,405,8,0,2,0,0.46,3070,119,1,-2,8,1,5,9,9,8,9,8
"3866",383,5,15,1,0,397,8,1,-3,1,0.55,-914,140,-1,0,10,5,8,7,8,7,7,8
"3867",383,5,15,10,0,406,5,0,0,0,0.09,16673,140,-1,0,10,5,1,5,5,8,8,5
"3868",383,5,15,11,0,407,6,1,-3,1,0.51,-57103,140,0,0,10,5,5,6,6,5,6,5
"3869",383,5,15,12,0,408,6,0,-3,0,0.43,16818,30,-1,1,10,5,7,6,5,5,4,5
"3870",383,5,15,13,0,409,2,0,-4,1,0.08,-11230,140,-1,-1,10,5,1,5,5,7,8,5
"3871",383,5,15,14,0,410,6,0,0,1,-0.2,23271,100,-1,1,10,5,3,5,5,5,8,5
"3872",383,5,15,17,0,413,10,1,-1,1,0.36,4355,140,-1,0,10,5,9,9,10,8,9,8
"3874",383,5,15,2,0,398,2,0,2,1,-0.3,6995,140,-1,1,10,5,2,1,3,7,6,2
"3876",383,5,15,6,0,402,4,0,2,0,0.1,4579,-130,0,0,10,5,3,9,9,8,8,7
"3877",383,5,15,8,0,404,10,1,-4,1,0.16,11501,140,-1,0,10,5,10,9,7,7,7,5
"3878",383,5,15,9,0,405,3,0,3,0,0.1,8075,-130,0,-3,10,5,2,9,8,7,8,7
"3879",384,6,15,1,0,397,3,0,1,1,0.53,6582,30,0,1,9,6,7,10,10,4,10,4
"3880",384,6,15,10,0,406,6,0,4,0,0.16,-38460,30,0,1,9,6,6,10,10,10,10,7.5
"3881",384,6,15,11,0,407,9,1,1,1,0.44,20078,30,1,1,9,6,9,10,10,7,9,9
"3882",384,6,15,12,0,408,1,0,1,0,0.34,5313,30,0,2,9,6,3,3,3,3,3,3
"3883",384,6,15,13,0,409,7,1,0,1,0.06,29873,30,0,0,9,6,7,10,10,6,8,7
"3884",384,6,15,14,0,410,10,1,4,1,-0.5,-11853,-10,0,2,9,6,10,10,10,10,10,10
"3885",384,6,15,15,0,411,5,1,11,1,0.26,-23624,-164,1,2,9,6,10,10,10,10,10,7
"3886",384,6,15,17,0,413,6,0,3,1,0.08,9970,30,0,1,9,6,7,10,10,8,10,7
"3887",384,6,15,19,0,415,0,0,8,1,0.49,20509,-39,0,1,9,6,0,0,0,0,0,0
"3888",384,6,15,2,0,398,10,1,6,1,0.11,-23624,30,0,2,9,6,10,10,10,10,7,6
"3889",384,6,15,3,0,399,9,1,6,1,0.36,7503,30,0,1,9,6,10,10,10,10,10,7
"3890",384,6,15,4,0,400,10,1,3,1,0.42,-11853,30,-1,1,9,6,10,10,10,10,10,10
"3891",384,6,15,5,0,401,6,1,8,1,0.35,-18916,30,0,2,9,6,7,10,10,8,10,7
"3892",384,6,15,6,0,402,4,0,6,0,0.17,8075,30,1,1,9,6,6,10,9,4,8,4
"3893",384,6,15,7,0,403,4,0,-1,1,0.21,23271,30,-1,0,9,6,4,10,9,4,9,5
"3894",384,6,15,8,0,404,5,1,0,1,0.11,7503,30,0,1,9,6,10,10,9,10,10,7
"3895",384,6,15,9,0,405,4,0,7,0,0.64,2275,-240,1,-2,9,6,7,10,10,10,10,7
"3896",385,7,15,1,0,397,8,0,-1,1,0.22,-13062,50,0,1,5,8,6,8,8,7,7,6
"3897",385,7,15,10,0,406,8,1,2,0,0.4,1302,272,0,1,5,8,7,7,8,9,10,6
"3898",385,7,15,12,0,408,9,1,-1,0,0.26,-23624,255,0,2,5,8,10,10,8,10,10,10
"3899",385,7,15,13,0,409,9,1,-2,1,0.47,-23624,188,0,0,5,8,9,9,9,9,9,7
"3900",385,7,15,14,0,410,9,1,2,1,-0.35,-23624,255,0,2,5,8,10,10,10,10,7,7
"3901",385,7,15,15,0,411,7,1,9,1,0.44,1302,101,1,2,5,8,8,7,8,9,9,9
"3902",385,7,15,18,0,414,7,1,4,1,-0.49,-23624,355,-1,2,5,8,7,9,9,7,9,7
"3903",385,7,15,5,0,401,8,0,6,1,0.73,-23624,355,0,2,5,8,7,8,9,8,9,6
"3904",385,7,15,6,0,402,6,0,4,0,0.34,1302,215,1,1,5,8,5,7,9,9,8,5
"3905",385,7,15,7,0,403,5,0,-3,1,-0.14,-23624,190,-1,0,5,8,4,10,10,4,4,2
"3906",386,8,15,1,0,397,7,1,-2,1,-0.22,-26562,120,0,0,4,2,7,8,8,7,8,7
"3907",386,8,15,10,0,406,6,0,1,0,0.3,-20267,-270,0,0,4,2,7,6,7,8,8,6
"3908",386,8,15,12,0,408,7,1,-2,0,-0.01,-20267,120,0,1,4,2,8,6,6,7,7,8
"3909",386,8,15,13,0,409,6,0,-3,1,-0.07,-20267,0,0,-1,4,2,7,8,7,7,8,6
"3910",386,8,15,14,0,410,8,1,1,1,-0.62,-20267,-40,0,1,4,2,8,8,8,7,8,6
"3911",386,8,15,15,0,411,8,1,8,1,0.21,4659,-194,1,1,4,2,8,8,8,8,8,8
"3912",386,8,15,16,0,412,8,1,1,1,-0.15,-20267,-40,0,0,4,2,9,9,9,8,8,8
"3913",386,8,15,17,0,413,7,1,0,1,0.26,-26562,0,0,0,4,2,8,8,8,7,8,7
"3914",386,8,15,18,0,414,5,0,3,1,-0.57,-20267,60,-1,1,4,2,7,6,6,6,6,5
"3915",386,8,15,19,0,415,3,0,5,1,0.55,-23029,-69,0,0,4,2,6,5,5,5,5,5
"3916",386,8,15,3,0,399,7,1,3,1,0.04,-26562,0,0,0,4,2,8,8,7,7,8,5
"3917",386,8,15,4,0,400,8,1,0,1,0.03,4659,0,-1,0,4,2,8,8,8,8,8,8
"3918",386,8,15,5,0,401,7,1,5,1,0.13,-20267,0,0,1,4,2,7,8,8,7,8,6
"3919",386,8,15,6,0,402,5,0,3,0,-0.36,-20267,50,1,0,4,2,7,7,7,7,7,5
"3920",386,8,15,8,0,404,5,0,-3,1,-0.28,4285,50,0,0,4,2,7,7,7,7,7,5
"3921",386,8,15,9,0,405,6,0,4,0,0.79,-20267,-270,1,-3,4,2,7,8,8,6,8,6
"3922",387,9,15,1,0,397,7,0,-1,1,0.26,-1039,0,0,0,5,2,7,8,8,7,8,7
"3923",387,9,15,10,0,406,7,0,2,0,0.19,-1039,170,0,0,5,2,7,9,8,8,8,7
"3924",387,9,15,12,0,408,8,1,-1,0,-0.01,-17439,-52,0,1,5,2,9,8,8,8,8,8
"3925",387,9,15,14,0,410,6,0,2,1,-0.58,18293,102,0,1,5,2,7,7,7,7,8,7
"3926",387,9,15,15,0,411,8,1,9,1,0.26,4659,-52,1,1,5,2,8,9,9,8,9,8
"3927",387,9,15,16,0,412,7,1,2,1,-0.09,2104,-40,0,0,5,2,7,7,8,8,8,7
"3928",387,9,15,17,0,413,7,0,1,1,0.3,-1039,142,0,0,5,2,7,8,8,8,7,7
"3929",387,9,15,18,0,414,7,1,4,1,-0.28,-23624,202,-1,1,5,2,7,8,9,9,9,8
"3930",387,9,15,19,0,415,5,0,6,1,0.48,-29281,73,0,0,5,2,7,5,8,6,6,5
"3931",387,9,15,2,0,398,9,1,4,1,0.01,20198,188,0,1,5,2,8,9,9,9,9,8
"3932",387,9,15,3,0,399,7,1,4,1,0.18,2104,102,0,0,5,2,7,7,8,8,7,7
"3933",387,9,15,4,0,400,8,1,1,1,0.34,24472,50,-1,0,5,2,7,9,9,8,9,8
"3934",387,9,15,5,0,401,6,0,6,1,0.21,8075,102,0,1,5,2,6,8,8,7,7,6
"3935",387,9,15,7,0,403,6,0,-3,1,-0.1,18293,142,-1,-1,5,2,6,8,8,7,7,7
"3936",388,10,15,1,0,397,4,0,0,1,0.35,8075,35,0,0,1,6,4,8,8,6,8,6
"3937",388,10,15,10,0,406,4,0,3,0,0.23,8075,35,0,0,1,6,4,7,8,7,8,6
"3938",388,10,15,11,0,407,4,0,0,1,0.4,8075,35,1,0,1,6,6,8,8,6,8,5
"3939",388,10,15,13,0,409,3,0,-1,1,-0.04,64082,35,0,-1,1,6,5,6,7,6,7,4
"3940",388,10,15,14,0,410,4,0,3,1,0.21,8075,-5,0,1,1,6,6,8,8,7,8,6
"3941",388,10,15,15,0,411,5,0,10,1,0.35,33001,-159,1,1,1,6,6,8,8,8,8,6
"3942",388,10,15,16,0,412,5,0,3,1,0.08,8075,35,0,0,1,6,5,7,8,7,8,5
"3943",388,10,15,17,0,413,5,0,2,1,0.54,647,35,0,0,1,6,6,7,8,6,6,5
"3944",388,10,15,19,0,415,1,0,7,1,0.27,5313,-34,0,0,1,6,3,1,3,4,2,1
"3945",388,10,15,2,0,398,5,0,5,1,-0.16,49176,35,0,1,1,6,5,6,6,6,6,6
"3946",388,10,15,4,0,400,5,0,2,1,0.29,8075,35,-1,0,1,6,5,8,8,7,8,7
"3947",388,10,15,5,0,401,4,0,7,1,0.22,8075,35,0,1,1,6,5,8,8,6,6,8
"3948",388,10,15,6,0,402,2,0,5,0,0.17,8075,30,1,0,1,6,3,8,8,8,8,7
"3949",388,10,15,7,0,403,4,0,-2,1,0.34,8075,35,-1,-1,1,6,5,8,8,7,6,5
"3950",388,10,15,8,0,404,4,0,-1,1,0.14,8075,35,0,0,1,6,5,7,7,6,7,6
"3951",388,10,15,9,0,405,3,0,6,0,0.18,8075,-235,1,-3,1,6,3,8,8,8,8,7
"3952",389,11,15,1,0,397,6,0,3,1,0.29,2275,30,0,-1,1,1,6,10,10,2,10,10
"3953",389,11,15,10,0,406,8,0,6,0,0.33,2275,330,0,-1,1,1,4,10,10,10,10,10
"3954",389,11,15,12,0,408,9,1,3,0,0.32,2275,150,0,0,1,1,9,10,10,10,10,10
"3955",389,11,15,13,0,409,8,1,2,1,0.44,2275,330,0,-2,1,1,7,10,4,8,8,9
"3956",389,11,15,14,0,410,8,1,6,1,0.12,2275,330,0,0,1,1,7,10,10,10,10,9
"3957",389,11,15,15,0,411,6,0,13,1,0.59,27201,176,1,0,1,1,6,8,9,8,10,6
"3958",389,11,15,16,0,412,7,0,6,1,0.04,2275,301,0,-1,1,1,5,10,9,5,10,3
"3959",389,11,15,19,0,415,4,0,10,1,0.3,-487,301,0,-1,1,1,5,3,9,2,10,3
"3960",389,11,15,2,0,398,8,1,8,1,-0.09,2275,150,0,0,1,1,6,10,10,10,10,8
"3962",389,11,15,4,0,400,7,1,5,1,0.21,2275,0,-1,-1,1,1,8,10,10,7,10,10
"3963",389,11,15,5,0,401,7,1,10,1,0.47,2275,330,0,0,1,1,7,10,10,2,8,3
"3964",389,11,15,6,0,402,6,0,8,0,-0.05,2275,100,1,-1,1,1,4,10,8,5,10,3
"3965",389,11,15,7,0,403,5,0,1,1,0.36,2275,330,-1,-2,1,1,6,10,10,3,10,2
"3966",389,11,15,8,0,404,9,1,2,1,-0.05,2275,210,0,-1,1,1,8,10,10,8,10,9
"3967",389,11,15,9,0,405,6,0,9,0,-0.04,2275,100,1,-4,1,1,8,10,10,2,10,3
